site,plot,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar,comments
East Woods,N115,7/19/2018,Tilia,americana,1476,Zumwalde,7/20/2018,Zumwalde,9.3,
East Woods,N115,7/27/2018,Tilia,americana,1476,Butkiewicz,7/27/2018,Zumwalde,14.1,
East Woods,N115,8/10/2018,Tilia,americana,1476,Zumwalde,8/10/2018,Zumwalde,8.7,
East Woods,N115,8/31/2018,Tilia,americana,1476,Zumwalde,8/31/2018,Zumwalde,9.8,
East Woods,N115,9/26/2018,Tilia,americana,1476,Oros,9/28/2018,Zumwalde,14.9,
East Woods,N115,10/17/2018,Tilia,americana,1476,Zumwalde,10/23/2018,Zumwalde,19.2,
East Woods,N115,10/31/2018,Tilia,americana,1476,Zumwalde,11/28/2018,Zumwalde,18.3,
East Woods,N115,3/27/2019,Tilia,americana,1476,Zumwalde,3/27/2019,Zumwalde,13.4,
East Woods,N115,5/3/2019,Tilia,americana,1476,Zumwalde,5/3/2019,Zumwalde,14.6,
East Woods,N115,5/23/2019,Tilia,americana,1476,Zumwalde,5/23/2019,Zumwalde,14.2,
East Woods,B127,7/17/2017,Tilia,americana,1478,Duckett,7/17/2017,Duckett,0,
East Woods,B127,7/31/2017,Tilia,americana,1478,Duckett,7/31/2017,Duckett,0,
East Woods,B127,8/14/2017,Tilia,americana,1478,Duckett,8/14/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/30/2017,Tilia,americana,1478,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Tilia,americana,1478,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Tilia,americana,1478,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Tilia,americana,1478,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/31/2018,Tilia,americana,1478,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,6/14/2018,Tilia,americana,1478,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,6/27/2018,Tilia,americana,1478,Koropp,6/29/2018,Koropp,1.3,
East Woods,B127,7/19/2018,Tilia,americana,1478,Zumwalde,7/20/2018,Zumwalde,3.3,
East Woods,B127,7/27/2018,Tilia,americana,1478,Koropp,7/27/2018,Zumwalde,3,
East Woods,B127,8/10/2018,Tilia,americana,1478,Zumwalde,8/10/2018,Zumwalde,4.5,
East Woods,B127,8/31/2018,Tilia,americana,1478,Zumwalde,8/31/2018,Zumwalde,5,
East Woods,B127,9/26/2018,Tilia,americana,1478,Ye,9/28/2018,Zumwalde,5.1,
East Woods,B127,10/17/2018,Tilia,americana,1478,Oros,10/23/2018,Zumwalde,4.3,
East Woods,B127,10/31/2018,Tilia,americana,1478,Zumwalde,11/28/2018,Zumwalde,5,
East Woods,B127,3/27/2019,Tilia,americana,1478,Zumwalde,3/27/2019,Zumwalde,4.95,
East Woods,B127,5/3/2019,Tilia,americana,1478,Zumwalde,5/3/2019,Zumwalde,4.85,
East Woods,B127,5/23/2019,Tilia,americana,1478,Zumwalde,5/23/2019,Zumwalde,4.85,
East Woods,B127,7/17/2017,Tilia,americana,1483,Duckett,7/17/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,7/31/2017,Tilia,americana,1483,Duckett,7/31/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/14/2017,Tilia,americana,1483,Duckett,8/14/2017,Duckett,0,
East Woods,B127,8/30/2017,Tilia,americana,1483,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Tilia,americana,1483,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Tilia,americana,1483,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Tilia,americana,1483,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/31/2018,Tilia,americana,1483,Godlewski,6/22/2018,Godlewski,1.5,
East Woods,B127,6/14/2018,Tilia,americana,1483,Godlewski,6/22/2018,Godlewski,4.9,
East Woods,B127,6/27/2018,Tilia,americana,1483,Koropp,6/29/2018,Koropp,9,
East Woods,B127,7/19/2018,Tilia,americana,1483,Zumwalde,7/20/2018,Zumwalde,13,
East Woods,B127,7/27/2018,Tilia,americana,1483,Koropp,7/27/2018,Zumwalde,13.8,
East Woods,B127,8/10/2018,Tilia,americana,1483,Zumwalde,8/10/2018,Zumwalde,15.1,
East Woods,B127,8/31/2018,Tilia,americana,1483,Zumwalde,8/31/2018,Zumwalde,16,
East Woods,B127,9/26/2018,Tilia,americana,1483,Ye,9/28/2018,Zumwalde,15.2,
East Woods,B127,10/17/2018,Tilia,americana,1483,Zumwalde,10/23/2018,Zumwalde,16.7,
East Woods,B127,10/31/2018,Tilia,americana,1483,Zumwalde,11/28/2018,Zumwalde,16.5,
East Woods,B127,3/27/2019,Tilia,americana,1483,Zumwalde,3/27/2019,Zumwalde,14.35,
East Woods,B127,5/3/2019,Tilia,americana,1483,Zumwalde,5/3/2019,Zumwalde,15.65,
East Woods,B127,5/23/2019,Tilia,americana,1483,Zumwalde,5/23/2019,Zumwalde,15.1,
East Woods,B127,7/17/2017,Tilia,americana,1486,Duckett,7/17/2017,Duckett,0,
East Woods,B127,7/31/2017,Tilia,americana,1486,Duckett,7/31/2017,Duckett,0,
East Woods,B127,8/14/2017,Tilia,americana,1486,Duckett,8/14/2017,Duckett,0,
East Woods,B127,8/30/2017,Tilia,americana,1486,Duckett,8/30/2017,Duckett,0,Had to fix band
East Woods,B127,9/11/2017,Tilia,americana,1486,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Tilia,americana,1486,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Tilia,americana,1486,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/31/2018,Tilia,americana,1486,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,6/14/2018,Tilia,americana,1486,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,6/27/2018,Tilia,americana,1486,Koropp,6/29/2018,Koropp,1.3,
East Woods,B127,7/19/2018,Tilia,americana,1486,Zumwalde,7/20/2018,Zumwalde,2.3,
East Woods,B127,7/27/2018,Tilia,americana,1486,Koropp,7/27/2018,Zumwalde,1.8,
East Woods,B127,8/10/2018,Tilia,americana,1486,Zumwalde,8/10/2018,Zumwalde,2.5,
East Woods,B127,8/31/2018,Tilia,americana,1486,Zumwalde,8/31/2018,Zumwalde,3.4,
East Woods,B127,9/26/2018,Tilia,americana,1486,Ye,9/28/2018,Zumwalde,2.8,
East Woods,B127,10/17/2018,Tilia,americana,1486,Oros,10/23/2018,Zumwalde,3.5,
East Woods,B127,10/31/2018,Tilia,americana,1486,Zumwalde,11/28/2018,Zumwalde,4.1,
East Woods,B127,3/27/2019,Tilia,americana,1486,Zumwalde,3/27/2019,Zumwalde,6.2,
East Woods,B127,5/3/2019,Tilia,americana,1486,Zumwalde,5/3/2019,Zumwalde,5.35,
East Woods,B127,5/23/2019,Tilia,americana,1486,Zumwalde,5/23/2019,Zumwalde,5.05,
East Woods,B127,7/17/2017,Tilia,americana,1490,Duckett,7/17/2017,Duckett,0,
East Woods,B127,7/31/2017,Tilia,americana,1490,Duckett,7/31/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/14/2017,Tilia,americana,1490,Duckett,8/14/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/30/2017,Tilia,americana,1490,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Tilia,americana,1490,Duckett,9/11/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,5/3/2018,Tilia,americana,1490,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Tilia,americana,1490,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/31/2018,Tilia,americana,1490,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,6/14/2018,Tilia,americana,1490,Godlewski,6/22/2018,Godlewski,1,
East Woods,B127,6/27/2018,Tilia,americana,1490,Koropp,6/29/2018,Koropp,1.6,
East Woods,B127,7/19/2018,Tilia,americana,1490,Zumwalde,7/20/2018,Zumwalde,1.7,
East Woods,B127,7/27/2018,Tilia,americana,1490,Koropp,7/27/2018,Zumwalde,1.5,
East Woods,B127,8/10/2018,Tilia,americana,1490,Zumwalde,8/10/2018,Zumwalde,1.7,
East Woods,B127,8/31/2018,Tilia,americana,1490,Zumwalde,8/31/2018,Zumwalde,1.9,
East Woods,B127,9/26/2018,Tilia,americana,1490,Ye,9/28/2018,Zumwalde,1.6,
East Woods,B127,10/17/2018,Tilia,americana,1490,Zumwalde,10/23/2018,Zumwalde,2.3,
East Woods,B127,10/31/2018,Tilia,americana,1490,Zumwalde,11/28/2018,Zumwalde,2.3,
East Woods,B127,3/27/2019,Tilia,americana,1490,Zumwalde,3/27/2019,Zumwalde,2.55,
East Woods,B127,5/3/2019,Tilia,americana,1490,Zumwalde,5/3/2019,Zumwalde,3,
East Woods,B127,5/23/2019,Tilia,americana,1490,Zumwalde,5/23/2019,Zumwalde,3.2,
East Woods,U134,7/17/2017,Tilia,americana,1604,Duckett,7/17/2017,Duckett,2.2,
East Woods,U134,7/26/2017,Tilia,americana,1604,Duckett,7/31/2017,Duckett,2.2,Collar was too loose. Did Ye best to tighten it
East Woods,U134,8/10/2017,Tilia,americana,1604,Duckett,8/10/2017,Duckett,2.2,
East Woods,U134,8/25/2017,Tilia,americana,1604,Duckett,8/25/2017,Duckett,2.2,
East Woods,U134,9/6/2017,Tilia,americana,1604,Duckett,9/8/2017,Duckett,2.15,
East Woods,U134,9/19/2017,Tilia,americana,1604,Duckett,9/19/2017,Duckett,1.7,
East Woods,U134,5/8/2018,Tilia,americana,1604,Godlewski,6/22/2018,Godlewski,0,
East Woods,U134,5/23/2018,Tilia,americana,1604,Godlewski,6/22/2018,Godlewski,0,
East Woods,U134,6/7/2018,Tilia,americana,1604,Godlewski,6/22/2018,Godlewski,0.8,
East Woods,U134,6/22/2018,Tilia,americana,1604,Godlewski,7/19/2018,Zumwalde,4.8,
East Woods,U134,6/27/2018,Tilia,americana,1604,Koropp,6/29/2018,Koropp,1.9,
East Woods,U134,7/19/2018,Tilia,americana,1604,Zumwalde,7/20/2018,Zumwalde,2.8,
East Woods,U134,7/27/2018,Tilia,americana,1604,Koropp,7/27/2018,Zumwalde,3.2,
East Woods,U134,8/10/2018,Tilia,americana,1604,Zumwalde,8/10/2018,Zumwalde,4.2,
East Woods,U134,8/31/2018,Tilia,americana,1604,Zumwalde,8/31/2018,Zumwalde,4.1,
East Woods,U134,9/26/2018,Tilia,americana,1604,Ye,9/28/2018,Zumwalde,4.4,
East Woods,U134,10/17/2018,Tilia,americana,1604,Zumwalde,10/23/2018,Zumwalde,5.7,
East Woods,U134,10/31/2018,Tilia,americana,1604,Zumwalde,11/28/2018,Zumwalde,5.1,
East Woods,U134,3/27/2019,Tilia,americana,1604,Zumwalde,3/27/2019,Zumwalde,3.65,
East Woods,U134,5/3/2019,Tilia,americana,1604,Zumwalde,5/3/2019,Zumwalde,4.1,
East Woods,U134,5/23/2019,Tilia,americana,1604,Zumwalde,5/23/2019,Zumwalde,4.6,
East Woods,B127,7/17/2017,Quercus,macrocarpa,1491,Duckett,7/17/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,7/31/2017,Quercus,macrocarpa,1491,Duckett,7/31/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/14/2017,Quercus,macrocarpa,1491,Duckett,8/14/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/30/2017,Quercus,macrocarpa,1491,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Quercus,macrocarpa,1491,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Quercus,macrocarpa,1491,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Quercus,macrocarpa,1491,Godlewski,6/22/2018,Godlewski,1.4,
East Woods,B127,5/31/2018,Quercus,macrocarpa,1491,Godlewski,6/22/2018,Godlewski,3.1,
East Woods,B127,6/14/2018,Quercus,macrocarpa,1491,Godlewski,6/22/2018,Godlewski,1,
East Woods,B127,6/27/2018,Quercus,macrocarpa,1491,Koropp,6/29/2018,Koropp,6.3,
East Woods,B127,7/19/2018,Quercus,macrocarpa,1491,Zumwalde,7/20/2018,Zumwalde,2.5,
East Woods,B127,7/27/2018,Quercus,macrocarpa,1491,Koropp,7/27/2018,Zumwalde,2.6,
East Woods,B127,8/10/2018,Quercus,macrocarpa,1491,Zumwalde,8/10/2018,Zumwalde,3.3,
East Woods,B127,8/31/2018,Quercus,macrocarpa,1491,Zumwalde,8/31/2018,Zumwalde,4,
East Woods,B127,9/26/2018,Quercus,macrocarpa,1491,Zumwalde,9/28/2018,Zumwalde,3.7,
East Woods,B127,10/17/2018,Quercus,macrocarpa,1491,Zumwalde,10/23/2018,Zumwalde,4.7,
East Woods,B127,10/31/2018,Quercus,macrocarpa,1491,Zumwalde,11/28/2018,Zumwalde,4.8,
East Woods,B127,3/27/2019,Quercus,macrocarpa,1491,Zumwalde,3/27/2019,Zumwalde,3.85,
East Woods,B127,5/3/2019,Quercus,macrocarpa,1491,Zumwalde,5/3/2019,Zumwalde,6.85,
East Woods,B127,5/23/2019,Quercus,macrocarpa,1491,Zumwalde,5/23/2019,Zumwalde,7.85,
East Woods,U134,7/17/2017,Quercus,macrocarpa,1498,Duckett,7/17/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,U134,7/26/2017,Quercus,macrocarpa,1498,Duckett,7/31/2017,Duckett,0,
East Woods,U134,8/10/2017,Quercus,macrocarpa,1498,Duckett,8/10/2017,Duckett,0,
East Woods,U134,8/25/2017,Quercus,macrocarpa,1498,Duckett,8/25/2017,Duckett,0,
East Woods,U134,9/6/2017,Quercus,macrocarpa,1498,Duckett,9/8/2017,Duckett,0,
East Woods,U134,9/19/2017,Quercus,macrocarpa,1498,Duckett,9/19/2017,Duckett,0,
East Woods,U134,5/8/2018,Quercus,macrocarpa,1498,Godlewski,6/22/2018,Godlewski,0,
East Woods,U134,5/23/2018,Quercus,macrocarpa,1498,Godlewski,6/22/2018,Godlewski,0.8,
East Woods,U134,6/7/2018,Quercus,macrocarpa,1498,Godlewski,6/22/2018,Godlewski,2.7,
East Woods,U134,6/22/2018,Quercus,macrocarpa,1498,Godlewski,7/19/2018,Zumwalde,5.5,
East Woods,U134,6/27/2018,Quercus,macrocarpa,1498,Koropp,6/29/2018,Koropp,6.2,
East Woods,U134,7/19/2018,Quercus,macrocarpa,1498,Zumwalde,7/20/2018,Zumwalde,6.5,
East Woods,U134,7/27/2018,Quercus,macrocarpa,1498,Koropp,7/27/2018,Zumwalde,7.1,
East Woods,U134,8/10/2018,Quercus,macrocarpa,1498,Zumwalde,8/10/2018,Zumwalde,7.6,
East Woods,U134,8/31/2018,Quercus,macrocarpa,1498,Zumwalde,8/31/2018,Zumwalde,9.8,
East Woods,U134,9/26/2018,Quercus,macrocarpa,1498,Ye,9/28/2018,Zumwalde,8.6,
East Woods,U134,10/17/2018,Quercus,macrocarpa,1498,Zumwalde,10/23/2018,Zumwalde,10.9,
East Woods,U134,10/31/2018,Quercus,macrocarpa,1498,Zumwalde,11/28/2018,Zumwalde,9.8,
East Woods,U134,3/27/2019,Quercus,macrocarpa,1498,Zumwalde,3/27/2019,Zumwalde,8.95,
East Woods,U134,5/3/2019,Quercus,macrocarpa,1498,Zumwalde,5/3/2019,Zumwalde,11.55,
East Woods,U134,5/23/2019,Quercus,macrocarpa,1498,Zumwalde,5/23/2019,Zumwalde,13,
East Woods,B127,7/17/2017,Juglans,nigra,1494,Duckett,7/17/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,7/31/2017,Juglans,nigra,1494,Duckett,7/31/2017,Duckett,0,
East Woods,B127,8/14/2017,Juglans,nigra,1494,Duckett,8/14/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,B127,8/30/2017,Juglans,nigra,1494,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Juglans,nigra,1494,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Juglans,nigra,1494,Godlewski,6/22/2018,Godlewski,0.6,
East Woods,B127,5/15/2018,Juglans,nigra,1494,Godlewski,6/22/2018,Godlewski,1.4,
East Woods,B127,5/31/2018,Juglans,nigra,1494,Godlewski,6/22/2018,Godlewski,2.7,
East Woods,B127,6/14/2018,Juglans,nigra,1494,Godlewski,6/22/2018,Godlewski,4.7,
East Woods,B127,6/27/2018,Juglans,nigra,1494,Koropp,6/29/2018,Koropp,999,
East Woods,B127,7/19/2018,Juglans,nigra,1494,Zumwalde,7/20/2018,Zumwalde,999,
East Woods,B127,7/27/2018,Juglans,nigra,1494,Koropp,7/27/2018,Zumwalde,999,
East Woods,B127,8/10/2018,Juglans,nigra,1494,Zumwalde,8/10/2018,Zumwalde,4.1,
East Woods,B127,8/31/2018,Juglans,nigra,1494,Zumwalde,8/31/2018,Zumwalde,4.7,
East Woods,B127,9/26/2018,Juglans,nigra,1494,Ye,9/28/2018,Zumwalde,3.7,
East Woods,B127,10/17/2018,Juglans,nigra,1494,Zumwalde,10/23/2018,Zumwalde,5.1,
East Woods,B127,10/31/2018,Juglans,nigra,1494,Zumwalde,11/28/2018,Zumwalde,4.6,
East Woods,B127,3/27/2019,Juglans,nigra,1494,Zumwalde,3/27/2019,Zumwalde,4.05,
East Woods,B127,5/3/2019,Juglans,nigra,1494,Zumwalde,5/3/2019,Zumwalde,3.45,
East Woods,B127,5/23/2019,Juglans,nigra,1494,Zumwalde,5/23/2019,Zumwalde,3.75,
East Woods,HH115,7/17/2017,Ulmus,rubra,1416,Duckett,7/17/2017,Duckett,0,
East Woods,HH115,7/31/2017,Ulmus,rubra,1416,Duckett,7/31/2017,Duckett,0,
East Woods,HH115,8/14/2017,Ulmus,rubra,1416,Duckett,8/14/2017,Duckett,0,
East Woods,HH115,8/30/2017,Ulmus,rubra,1416,Duckett,8/30/2017,Duckett,0,
East Woods,HH115,9/11/2017,Ulmus,rubra,1416,Duckett,9/11/2017,Duckett,0,
East Woods,HH115,5/8/2018,Ulmus,rubra,1416,Godlewski,6/22/2018,Godlewski,0,
East Woods,HH115,5/23/2018,Ulmus,rubra,1416,Godlewski,6/22/2018,Godlewski,0,
East Woods,HH115,6/7/2018,Ulmus,rubra,1416,Godlewski,6/22/2018,Godlewski,0,
East Woods,HH115,6/22/2018,Ulmus,rubra,1416,Godlewski,7/19/2018,Zumwalde,0,
East Woods,HH115,7/2/2018,Ulmus,rubra,1416,Koropp/ Butkiewicz,7/2/2018,Koropp,0,
East Woods,HH115,7/19/2018,Ulmus,rubra,1416,Zumwalde,7/20/2018,Zumwalde,0,
East Woods,HH115,7/27/2018,Ulmus,rubra,1416,Butkiewicz,7/27/2018,Zumwalde,0,
East Woods,HH115,8/10/2018,Ulmus,rubra,1416,Zumwalde,8/10/2018,Zumwalde,0,
East Woods,HH115,8/31/2018,Ulmus,rubra,1416,Zumwalde,8/31/2018,Zumwalde,0,
East Woods,HH115,9/26/2018,Ulmus,rubra,1416,Ye,9/28/2018,Zumwalde,0,
East Woods,HH115,10/17/2018,Ulmus,rubra,1416,Zumwalde,10/23/2018,Zumwalde,0,
East Woods,HH115,10/31/2018,Ulmus,rubra,1416,Zumwalde,11/28/2018,Zumwalde,0,
East Woods,HH115,3/27/2019,Ulmus,rubra,1416,Zumwalde,3/27/2019,Zumwalde,0,
East Woods,HH115,5/3/2019,Ulmus,rubra,1416,Zumwalde,5/3/2019,Zumwalde,0,
East Woods,HH115,5/23/2019,Ulmus,rubra,1416,Zumwalde,5/23/2019,Zumwalde,0,
East Woods,N115,7/17/2017,Quercus,rubra,1442,Duckett,7/17/2017,Duckett,0,
East Woods,N115,7/24/2017,Quercus,rubra,1442,Duckett,7/31/2017,Duckett,0,
East Woods,N115,8/10/2017,Quercus,rubra,1442,Duckett,8/10/2017,Duckett,0,
East Woods,N115,8/25/2017,Quercus,rubra,1442,Duckett,8/25/2017,Duckett,0,
East Woods,N115,9/6/2017,Quercus,rubra,1442,Duckett,9/8/2017,Duckett,0,
East Woods,N115,9/19/2017,Quercus,rubra,1442,Duckett,9/19/2017,Duckett,0,
East Woods,N115,5/3/2018,Quercus,rubra,1442,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/15/2018,Quercus,rubra,1442,Godlewski,6/22/2018,Godlewski,1.1,
East Woods,N115,5/31/2018,Quercus,rubra,1442,Godlewski,6/22/2018,Godlewski,1.9,
East Woods,N115,6/14/2018,Quercus,rubra,1442,Godlewski,6/22/2018,Godlewski,3.9,
East Woods,N115,7/2/2018,Quercus,rubra,1442,Koropp/ Butkiewicz,7/2/2018,Koropp,5.7,
East Woods,N115,7/19/2018,Quercus,rubra,1442,Zumwalde,7/20/2018,Zumwalde,6.2,
East Woods,N115,7/27/2018,Quercus,rubra,1442,Butkiewicz,7/27/2018,Zumwalde,7,
East Woods,N115,8/10/2018,Quercus,rubra,1442,Zumwalde,8/10/2018,Zumwalde,6.1,
East Woods,N115,8/31/2018,Quercus,rubra,1442,Zumwalde,8/31/2018,Zumwalde,6,
East Woods,N115,9/26/2018,Quercus,rubra,1442,Oros,9/28/2018,Zumwalde,5.9,
East Woods,N115,10/17/2018,Quercus,rubra,1442,Zumwalde,10/23/2018,Zumwalde,6.8,
East Woods,N115,10/31/2018,Quercus,rubra,1442,Zumwalde,11/28/2018,Zumwalde,6.9,
East Woods,N115,3/27/2019,Quercus,rubra,1442,Zumwalde,3/27/2019,Zumwalde,5.9,
East Woods,N115,5/3/2019,Quercus,rubra,1442,Zumwalde,5/3/2019,Zumwalde,8.35,
East Woods,N115,5/23/2019,Quercus,rubra,1442,Zumwalde,5/23/2019,Zumwalde,10.1,
East Woods,N115,7/17/2017,Quercus,rubra,1444,Duckett,7/17/2017,Duckett,0,
East Woods,N115,7/24/2017,Quercus,rubra,1444,Duckett,7/31/2017,Duckett,0,
East Woods,N115,8/10/2017,Quercus,rubra,1444,Duckett,8/10/2017,Duckett,0,
East Woods,N115,8/25/2017,Quercus,rubra,1444,Duckett,8/25/2017,Duckett,0,
East Woods,N115,9/6/2017,Quercus,rubra,1444,Duckett,9/8/2017,Duckett,0,
East Woods,N115,9/19/2017,Quercus,rubra,1444,Duckett,9/19/2017,Duckett,0,
East Woods,N115,5/3/2018,Quercus,rubra,1444,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/15/2018,Quercus,rubra,1444,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/31/2018,Quercus,rubra,1444,Godlewski,6/22/2018,Godlewski,1.6,
East Woods,N115,6/14/2018,Quercus,rubra,1444,Godlewski,6/22/2018,Godlewski,3,
East Woods,N115,7/2/2018,Quercus,rubra,1444,Koropp/ Butkiewicz,7/2/2018,Koropp,4.1,
East Woods,N115,7/19/2018,Quercus,rubra,1444,Zumwalde,7/20/2018,Zumwalde,5.4,
East Woods,N115,7/27/2018,Quercus,rubra,1444,Butkiewicz,7/27/2018,Zumwalde,5.5,
East Woods,N115,8/10/2018,Quercus,rubra,1444,Zumwalde,8/10/2018,Zumwalde,6.6,
East Woods,N115,8/31/2018,Quercus,rubra,1444,Zumwalde,8/31/2018,Zumwalde,6.6,
East Woods,N115,9/26/2018,Quercus,rubra,1444,Oros,9/28/2018,Zumwalde,6.9,
East Woods,N115,10/17/2018,Quercus,rubra,1444,Zumwalde,10/23/2018,Zumwalde,7.4,
East Woods,N115,10/31/2018,Quercus,rubra,1444,Zumwalde,11/28/2018,Zumwalde,7.4,
East Woods,N115,3/27/2019,Quercus,rubra,1444,Zumwalde,3/27/2019,Zumwalde,6.4,
East Woods,N115,5/3/2019,Quercus,rubra,1444,Zumwalde,5/3/2019,Zumwalde,9.25,
East Woods,N115,5/23/2019,Quercus,rubra,1444,Zumwalde,5/23/2019,Zumwalde,10.8,
East Woods,N115,7/17/2017,Quercus,rubra,1446,Duckett,7/17/2017,Duckett,0.3,
East Woods,N115,7/24/2017,Quercus,rubra,1446,Duckett,7/31/2017,Duckett,1.05,
East Woods,N115,8/10/2017,Quercus,rubra,1446,Duckett,8/10/2017,Duckett,1.95,
East Woods,N115,8/25/2017,Quercus,rubra,1446,Duckett,8/25/2017,Duckett,4.5,Had to fix band
East Woods,N115,9/6/2017,Quercus,rubra,1446,Duckett,9/8/2017,Duckett,5.1,
East Woods,N115,9/19/2017,Quercus,rubra,1446,Duckett,9/19/2017,Duckett,5.85,
East Woods,N115,5/3/2018,Quercus,rubra,1446,Godlewski,6/22/2018,Godlewski,4.2,
East Woods,N115,5/15/2018,Quercus,rubra,1446,Godlewski,6/22/2018,Godlewski,7.1,
East Woods,N115,5/31/2018,Quercus,rubra,1446,Godlewski,6/22/2018,Godlewski,10.5,
East Woods,N115,6/14/2018,Quercus,rubra,1446,Godlewski,6/22/2018,Godlewski,13.7,
East Woods,N115,7/2/2018,Quercus,rubra,1446,Koropp/ Butkiewicz,7/2/2018,Koropp,19.1,
East Woods,N115,7/19/2018,Quercus,rubra,1446,Zumwalde,7/20/2018,Zumwalde,25,
East Woods,N115,7/27/2018,Quercus,rubra,1446,Butkiewicz,7/27/2018,Zumwalde,27.2,
East Woods,N115,8/10/2018,Quercus,rubra,1446,Zumwalde,8/10/2018,Zumwalde,32.1,
East Woods,N115,8/31/2018,Quercus,rubra,1446,Zumwalde,8/31/2018,Zumwalde,45.9,
East Woods,N115,9/26/2018,Quercus,rubra,1446,Oros,9/28/2018,Zumwalde,48.5,
East Woods,N115,10/17/2018,Quercus,rubra,1446,Zumwalde,10/23/2018,Zumwalde,56.5,
East Woods,N115,10/31/2018,Quercus,rubra,1446,Zumwalde,11/28/2018,Zumwalde,55.8,
East Woods,N115,3/27/2019,Quercus,rubra,1446,Zumwalde,3/27/2019,Zumwalde,55.6,
East Woods,N115,5/3/2019,Quercus,rubra,1446,Zumwalde,5/3/2019,Zumwalde,59.25,
East Woods,N115,5/23/2019,Quercus,rubra,1446,Zumwalde,5/23/2019,Zumwalde,62.8,
East Woods,N115,7/17/2017,Quercus,rubra,1470,Duckett,7/17/2017,Duckett,1.7,
East Woods,N115,7/24/2017,Quercus,rubra,1470,Duckett,7/31/2017,Duckett,1.25,
East Woods,N115,8/10/2017,Quercus,rubra,1470,Duckett,8/10/2017,Duckett,1.6,
East Woods,N115,8/25/2017,Quercus,rubra,1470,Duckett,8/25/2017,Duckett,1.1,
East Woods,N115,9/6/2017,Quercus,rubra,1470,Duckett,9/8/2017,Duckett,1.4,
East Woods,N115,9/19/2017,Quercus,rubra,1470,Duckett,9/19/2017,Duckett,1.7,
East Woods,N115,5/3/2018,Quercus,rubra,1470,Godlewski,6/22/2018,Godlewski,1.5,
East Woods,N115,5/15/2018,Quercus,rubra,1470,Godlewski,6/22/2018,Godlewski,3.5,
East Woods,N115,5/31/2018,Quercus,rubra,1470,Godlewski,6/22/2018,Godlewski,5.3,
East Woods,N115,6/14/2018,Quercus,rubra,1470,Godlewski,6/22/2018,Godlewski,7.9,
East Woods,N115,7/2/2018,Quercus,rubra,1470,Koropp/ Butkiewicz,7/2/2018,Koropp,10.9,
East Woods,N115,7/19/2018,Quercus,rubra,1470,Zumwalde,7/20/2018,Zumwalde,13.9,
East Woods,N115,7/27/2018,Quercus,rubra,1470,Butkiewicz,7/27/2018,Zumwalde,14.9,
East Woods,N115,8/10/2018,Quercus,rubra,1470,Zumwalde,8/10/2018,Zumwalde,17.1,
East Woods,N115,8/31/2018,Quercus,rubra,1470,Zumwalde,8/31/2018,Zumwalde,18.8,
East Woods,N115,9/26/2018,Quercus,rubra,1470,Oros,9/28/2018,Zumwalde,18.6,
